breed_name,akc_group,popularity_rank,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,life_expectancy_min,life_expectancy_max,size_category,energy_level,trainability,shedding_level,grooming_frequency,good_with_strangers,hypoallergenic,coat_type,image_url_1,image_url_2,origin_country,grooming_cost_tier,exercise_min_per_day,monthly_food_cost_usd,vet_cost_tier,monthly_total_cost_usd,playfulness,affection_level,intelligence,independence,barking_level,protective_instinct,separation_anxiety,good_with_kids,good_with_dogs,good_with_cats,good_with_elderly,apartment_suitable,needs_yard,heat_tolerance,cold_tolerance,urban_suitable,first_time_owner_suitable,experience_required,guard_dog,working_dog,llm_summary
Komondor,Working Group,173,64.77,69.85,36.2873896,45.359237,10.0,12.0,giant,3.0,3.0,3.0,5.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/vutXumi0ih.jpg,https://cdn2.thedogapi.com/images/Bko0fl547_1280.jpg,Hungary,3,60,120,2,180,3,4,3,4,2,5,2,1,0,0,0,0,1,2,5,0,0,3,1,1,"The Komondor is a massive Hungarian livestock guardian with a distinctive corded coat, requiring extensive grooming and significant space. This independent and protective breed is best suited for experienced owners with secure property and is not recommended for families, apartments, or first-time dog owners."
Kromfohrlander,Foundation Stock Service,,38.1,45.72,9.0718474,15.875732950000002,13.0,15.0,medium,3.0,3.0,4.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/61r5MvNDov.jpg,,"Siegen, Germany",2,45,45,1,75,5,4,5,3,2,2,3,1,1,1,1,1,0,3,3,1,1,1,0,0,"The Kromfohrlander is an intelligent, playful companion breed excelling in agility and trick training with minimal hunting instinct. This affectionate and trainable small dog adapts well to various living situations and makes an excellent choice for first-time owners seeking an active but manageable pet."
Kuvasz,Working Group,163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,giant,3.0,3.0,4.0,3.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/TpZNIKNjnH.jpg,https://cdn2.thedogapi.com/images/BykZ7ecVX_1280.jpg,Hungary,2,60,100,2,140,3,4,4,4,3,5,2,1,0,0,0,0,1,3,5,0,0,3,1,1,"The Kuvasz is a massive, snow-white livestock guardian with strong protective instincts and requires experienced handling and ample space. This independent and powerful breed demands secure property, proper socialization, and is not suitable for first-time owners, apartments, or families with small children."
Labrador Retriever,Sporting Group,1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,large,5.0,5.0,4.0,3.0,5.0,0,double,https://cdn2.thedogapi.com/images/B1uW7l5VX_1280.jpg,https://cdn4.thedogapi.com/optimized/BE5AcsNMdm.jpg,"Newfoundland, Canada",1,60,60,2,90,5,5,5,2,2,2,3,1,1,1,1,1,0,3,4,1,1,1,0,0,"The Labrador Retriever is one of the most family-friendly, intelligent, and versatile dog breeds available. This highly trainable, affectionate, and sociable breed excels as a family companion, service dog, or hunting partner, making it ideal for first-time owners willing to provide adequate exercise."
Lagotto Romagnolo,Sporting Group,99,40.64,48.26,10.88621688,15.875732950000002,15.0,17.0,medium,3.0,5.0,2.0,2.0,3.0,1,curly,https://cdn4.thedogapi.com/optimized/YwlHg9x5AL.jpg,https://cdn2.thedogapi.com/images/ryzzmgqE7_1280.jpg,"Romagna region, Italy",2,45,50,1,80,4,5,5,2,2,2,3,1,1,1,1,1,0,3,3,1,1,1,0,0,"The Lagotto Romagnolo is a hypoallergenic, intelligent companion with an adorable teddy-bear appearance and friendly, affectionate temperament. This highly trainable, small-to-medium breed is excellent for families and adapts well to apartments, making it perfect for first-time owners seeking an allergy-friendly pet."
Lakeland Terrier,Terrier Group,147,35.56,38.1,7.71107029,7.71107029,12.0,15.0,small,3.0,3.0,2.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/gZtRaSgnya.jpg,,"Lake District, England",2,45,35,1,65,4,3,4,4,3,3,2,1,0,0,1,1,0,3,4,1,0,2,0,0,"The Lakeland Terrier is a small, sturdy dog with a confident and bold personality despite its diminutive size. This independent terrier requires experienced handling due to its prey drive and assertiveness, but can adapt to apartments with proper exercise and training."
Lancashire Heeler,Miscellaneous Class,,25.4,30.48,4.082331330000001,7.71107029,12.0,15.0,small,4.0,4.0,3.0,2.0,4.0,0,double,https://cdn4.thedogapi.com/optimized/4yAqsHVUjE.jpg,https://cdn2.thedogapi.com/images/S1RGml5Em_1280.jpg,"Lancashire, England",1,50,40,2,70,4,4,4,3,3,3,2,1,1,0,1,1,0,3,4,1,1,1,0,0,"The Lancashire Heeler is a small, powerful working breed known for its distinctive 'Heeler Smile' and affectionate temperament. This intelligent and versatile dog adapts well to family life and apartments while requiring regular exercise and mental stimulation."
Lapponian Herder,Foundation Stock Service,,45.72,50.8,31.751465900000003,31.751465900000003,10.0,14.0,large,3.0,5.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/9sLAxAzeQ2.jpg,,Finland (Lapland region),2,60,55,1,85,4,4,5,3,4,3,3,1,1,1,1,0,1,2,5,0,0,2,0,0,"The Lapponian Herder is an intelligent, high-energy working breed that excels in sports and competitive events when given a job to do. This vocal herding dog requires experienced owners, ample space, and early socialization due to its herding instincts."
Leonberger,Working Group,93,64.77,80.01,40.8233133,77.1107029,9.0,9.0,giant,3.0,5.0,4.0,4.0,4.0,0,long,https://cdn4.thedogapi.com/optimized/EtmEHVP7o1.jpg,https://cdn2.thedogapi.com/images/ByrmQlqVm_1280.jpg,"Leonberg, Germany",3,60,130,2,200,4,4,5,2,2,4,3,1,1,1,1,0,1,2,5,0,1,2,0,1,"The Leonberger is a massive, aristocratic giant breed known for its gentle temperament, playfulness, and family-friendly nature despite impressive size. This highly trainable and affectionate dog requires significant space, regular grooming, and substantial food costs but makes a wonderful family companion."
Lhasa Apso,Non-Sporting Group,71,25.4,27.94,5.4431084400000005,8.164662660000001,12.0,15.0,small,3.0,3.0,2.0,3.0,3.0,0,long,https://cdn2.thedogapi.com/images/SJp7Qe5EX_1280.jpg,,Tibet,3,30,35,2,95,3,3,4,4,3,3,2,0,1,1,1,1,0,3,4,1,0,2,0,0,"The Lhasa Apso is a small, hardy Tibetan breed with an elegant floor-length coat and independent, somewhat aloof temperament. This dog requires extensive grooming commitment and is better suited for experienced owners without young children, though it adapts well to apartment living."
Löwchen,Non-Sporting Group,168,27.94,33.02,4.535923700000001,6.80388555,15.0,15.0,small,3.0,3.0,2.0,2.0,5.0,1,long,https://cdn4.thedogapi.com/optimized/MRz5HSylED.jpg,,France/Germany,3,45,35,1,125,4,5,3,2,2,2,3,1,1,1,1,1,0,3,3,1,1,1,0,0,"Löwchen are small, affectionate companion dogs ideal for apartment living and families. They require regular professional grooming and moderate daily exercise but are adaptable and friendly with everyone."
Maltese,Toy Group,37,17.78,22.86,3.17514659,3.17514659,12.0,15.0,small,3.0,3.0,2.0,4.0,5.0,1,long,https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg,https://cdn2.thedogapi.com/images/B1SV7gqN7_1280.jpg,"Malta, Mediterranean Basin",3,30,30,2,120,4,5,3,2,3,2,4,1,1,1,1,1,0,2,2,1,1,1,0,0,"Maltese are gentle, playful toy dogs that thrive in apartment settings and with families. They require daily grooming and can be prone to separation anxiety but are excellent companions for devoted owners."
Manchester Terrier (Standard),Terrier Group,133,38.1,40.64,5.4431084400000005,9.97903214,15.0,17.0,medium,3.0,4.0,3.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/61HAAlrXzC.jpg,,"Manchester, England",1,60,40,1,45,4,4,4,3,3,3,2,1,0,0,0,1,1,4,2,1,0,2,1,0,"Manchester Terriers are spirited, intelligent hunting dogs with high energy and prey drive. They require experienced owners who can provide firm training and significant daily exercise."
Manchester Terrier (Toy),Toy Group,133,25.4,30.48,5.4431084400000005,5.4431084400000005,15.0,17.0,small,3.0,4.0,3.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/61HAAlrXzC.jpg,,"Manchester, England",1,45,25,1,30,4,4,4,3,3,3,2,1,0,0,0,1,0,4,2,1,0,2,1,0,"Toy Manchester Terriers are agile, spirited companions with hunting instincts and high prey drive. They suit experienced owners in apartments who can manage their assertive personality and exercise needs."
Mastiff,Working Group,29,69.85,76.2,54.4310844,104.3262451,6.0,10.0,giant,3.0,3.0,3.0,2.0,3.0,0,double,https://cdn2.thedogapi.com/images/HkAVQl9VX_1280.jpg,https://cdn4.thedogapi.com/optimized/eXOAOSOt9e.jpg,England,2,60,80,3,130,2,5,3,3,2,5,2,1,0,0,1,0,1,2,5,0,0,3,1,1,"Mastiffs are massive, gentle giants that require experienced owners and significant space. They are excellent family guardians but need careful socialization and are prone to health issues."
Miniature American Shepherd,Herding Group,34,33.02,45.72,9.0718474,18.1436948,12.0,13.0,medium,4.0,5.0,5.0,4.0,4.0,0,double,https://cdn4.thedogapi.com/optimized/azYjQgJT4i.jpg,https://cdn2.thedogapi.com/images/BkHHQgcN7_1280.jpg,United States,2,75,50,1,85,4,5,5,2,2,3,2,1,1,1,1,0,1,3,4,0,1,1,0,1,"Miniature American Shepherds are intelligent, energetic herding dogs perfect for active owners with yard space. They are highly trainable and excellent family companions with moderate grooming needs."
Miniature Bull Terrier,Terrier Group,110,25.4,35.56,8.164662660000001,12.70058636,11.0,13.0,medium,4.0,3.0,3.0,2.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/G0wYTHus2i.jpg,,England,1,60,35,2,40,5,3,3,3,3,2,2,1,0,0,0,1,1,4,2,1,0,2,0,0,"Miniature Bull Terriers are sturdy, mischievous dogs with strong personalities requiring experienced owners. They need significant exercise and socialization, with potential dog-aggression issues."
Miniature Pinscher,Toy Group,70,25.4,31.75,3.62873896,4.535923700000001,12.0,16.0,small,3.0,3.0,2.0,2.0,3.0,0,short,https://cdn2.thedogapi.com/images/Hy3H7g94X_1280.jpg,https://cdn4.thedogapi.com/optimized/eEr2arSRx8.jpg,Germany,1,40,25,1,30,4,4,3,4,4,2,3,1,0,0,0,1,0,4,2,1,0,2,1,0,"Miniature Pinschers are fearless, independent toy dogs with big personalities and prey drive. They suit experienced owners who appreciate their spirited nature and can manage their vocal tendencies."
Miniature Schnauzer,Terrier Group,19,30.48,35.56,4.9895160700000005,9.0718474,12.0,15.0,medium,3.0,5.0,2.0,5.0,3.0,1,wire,https://cdn2.thedogapi.com/images/SJIUQl9NX_1280.jpg,https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg,Germany,3,45,35,1,125,4,5,5,2,2,3,2,1,1,1,1,1,0,3,4,1,1,1,0,0,"Miniature Schnauzers are friendly, intelligent, and obedient companions ideal for first-time owners and apartment living. They require regular professional grooming but are adaptable and affectionate family members."
Mountain Cur,Foundation Stock Service,,40.64,66.04,13.6077711,27.2155422,10.0,13.0,large,5.0,2.0,3.0,2.0,3.0,0,short,,,Southern United States (Appalachian and Ozark Mountains),1,90,60,1,65,4,3,4,4,4,4,1,0,0,0,0,0,1,4,3,0,0,3,1,0,Mountain Curs are intense hunting dogs requiring experienced owners with rural property and strong handling skills. They have high prey drive and need extensive exercise and human contact for proper training.
Mudi,Miscellaneous Class,,38.1,46.99,8.164662660000001,13.15417873,12.0,14.0,medium,5.0,5.0,3.0,2.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/DDSgwisd93.jpg,,Hungary,2,90,65,1,95,5,4,5,3,3,3,3,1,1,0,0,0,1,3,4,0,0,2,0,0,"The Mudi is a rare, highly intelligent Hungarian herding dog with extreme energy and trainability. Best suited for experienced owners with active lifestyles and access to a yard."
Neapolitan Mastiff,Working Group,102,60.96,78.74,49.895160700000005,68.0388555,7.0,9.0,giant,3.0,2.0,3.0,3.0,2.0,0,short,https://cdn4.thedogapi.com/optimized/RrDwFh7kUI.jpg,,Italy,2,60,120,3,180,2,4,3,3,2,5,2,1,0,0,0,0,1,3,3,0,0,3,1,1,"The Neapolitan Mastiff is a massive, imposing guard dog best suited for experienced owners with space and resources. They require firm training and early socialization, and have significant health care costs."
Nederlandse Kooikerhondje,Sporting Group,150,35.56,43.18,9.0718474,13.6077711,12.0,15.0,medium,3.0,5.0,3.0,3.0,3.0,0,medium,https://cdn2.thedogapi.com/images/np1LyfUrh.jpg,https://cdn2.thedogapi.com/images/xk7F_W6PK.jpg,Netherlands,3,75,55,2,130,4,4,5,2,2,2,2,1,1,1,1,1,0,3,3,1,1,1,0,0,"The Nederlandse Kooikerhondje is a friendly, highly trainable sporting dog ideal for active families and first-time owners. They are adaptable, good with children and other pets, and require moderate exercise."
Newfoundland,Working Group,40,66.04,71.12,45.359237,68.0388555,9.0,10.0,giant,3.0,4.0,3.0,3.0,4.0,0,double,https://cdn2.thedogapi.com/images/Sk4DXl54m_1280.jpg,https://cdn4.thedogapi.com/optimized/XoNRi6HPSY.jpg,"Newfoundland, Canada",3,60,100,2,180,3,5,4,2,2,3,3,1,1,1,1,0,1,2,5,0,1,1,0,1,"The Newfoundland is a gentle giant known for exceptional sweet temperament and devotion to family. They excel with children and other pets, but require space, regular grooming, and cool climates due to their heavy coat."
Norfolk Terrier,Terrier Group,126,22.86,25.4,4.9895160700000005,5.4431084400000005,12.0,16.0,small,3.0,3.0,3.0,3.0,4.0,0,wire,https://cdn2.thedogapi.com/images/B1ADQg94X_1280.jpg,https://cdn4.thedogapi.com/optimized/aQ4ySqmNa3.jpg,"Norfolk, England",3,60,35,1,95,4,4,3,3,3,2,2,1,1,0,1,1,0,3,3,1,1,1,0,0,"The Norfolk Terrier is a small, fun-loving dog with pack mentality, making them social with other dogs. They are suitable for families with children and adapt well to apartment living with moderate exercise needs."
Norrbottenspets,Miscellaneous Class,,41.91,45.72,9.0718474,13.6077711,14.0,17.0,medium,4.0,,3.0,3.0,,0,double,https://cdn4.thedogapi.com/optimized/T4bRANE8Fb.jpg,,"Norrbotten, Sweden",2,90,45,2,95,4,3,4,4,3,4,2,1,0,0,0,0,1,2,5,0,0,2,1,0,"The Norrbottenspets is a fearless Scandinavian hunting dog with high energy and protective instincts, requiring an experienced owner and significant outdoor space. They thrive in cold climates but struggle with heat."
Norwegian Buhund,Herding Group,165,40.64,46.99,11.79340162,18.1436948,12.0,15.0,medium,4.0,4.0,3.0,3.0,4.0,0,double,https://cdn4.thedogapi.com/optimized/JAsKm2ZSyr.jpg,,Norway,2,75,50,1,100,4,4,4,3,3,3,2,1,1,1,1,0,1,2,5,0,1,1,0,1,"The Norwegian Buhund is a confident, intelligent spitz well-suited for active families with yard access. They are adaptable, good with children and other pets, and thrive in cold climates."
Norwegian Elkhound,Hound Group,97,49.53,52.07,21.77243376,24.947580350000003,12.0,15.0,medium,3.0,3.0,3.0,3.0,4.0,0,double,,,Norway,2,90,55,2,110,3,4,4,3,4,4,2,1,0,0,0,0,1,2,5,0,0,2,1,0,"The Norwegian Elkhound is a hardy, intelligent watchdog with strong prey drive and barking tendency, requiring experienced owners and significant exercise. They excel in cold climates and need secure, spacious yards."
Norwegian Lundehund,Non-Sporting Group,191,30.48,38.1,9.0718474,13.6077711,12.0,15.0,medium,4.0,3.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/zo1sXtZ06E.jpg,,Norway,2,90,50,2,110,4,4,3,3,3,3,3,1,1,0,0,0,1,2,5,0,0,2,0,0,"The Norwegian Lundehund is a unique spitz with distinctive physical traits requiring experienced owners comfortable with their independent nature. They need significant exercise, cold climates, and specialized care."
Norwich Terrier,Terrier Group,108,25.4,25.4,5.4431084400000005,5.4431084400000005,12.0,15.0,small,4.0,3.0,3.0,3.0,4.0,0,wire,https://cdn4.thedogapi.com/optimized/D9NaMDkqnJ.jpg,https://cdn2.thedogapi.com/images/BkgKXlqE7_1280.jpg,"East Anglia, England",3,70,35,1,95,5,4,3,3,3,2,2,1,1,0,1,1,0,3,3,1,1,1,0,0,"The Norwich Terrier is a small, fearless, and affectionate dog ideal for families and apartment living. Their happy-go-lucky nature and pack mentality make them excellent with children and other dogs."
Nova Scotia Duck Tolling Retriever,Sporting Group,83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,medium,5.0,4.0,3.0,3.0,4.0,0,medium,https://cdn2.thedogapi.com/images/SyYtQe5V7_1280.jpg,https://cdn4.thedogapi.com/optimized/hCcdtR8rVg.jpg,"Nova Scotia, Canada",2,60,65,1,95,5,4,4,3,2,2,3,1,1,0,0,0,1,3,3,0,0,2,0,0,"Nova Scotia Duck Tolling Retrievers are energetic sporting dogs requiring substantial daily exercise and mental stimulation. They are intelligent, affectionate, and excellent for active families with experience handling high-energy breeds."
Old English Sheepdog,Herding Group,72,53.34,55.88,27.2155422,45.359237,10.0,12.0,giant,3.0,3.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/XVygKfbKvg.jpg,https://cdn2.thedogapi.com/images/HkZ57lq4m_1280.jpg,England,3,45,75,2,140,4,4,4,2,3,3,3,1,1,1,1,0,1,2,4,0,0,2,0,1,"Old English Sheepdogs are adaptable, gentle giants with profuse coats requiring significant grooming commitment. They are suitable for families with space and time for exercise and coat maintenance, and they are moderately good with children and other pets."
Otterhound,Hound Group,182,60.96,68.58,36.2873896,52.16312255,10.0,13.0,giant,3.0,2.0,3.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/xngQFS0mai.jpg,,England,2,60,80,2,115,4,3,3,4,4,2,2,1,0,0,0,0,1,3,4,0,0,3,0,0,"Otterhounds are large, energetic hounds with strong hunting instincts requiring experienced handlers and substantial exercise. They have challenging temperaments with lower trainability and are best suited for homes with space and families prepared for their independent nature."
Papillon,Toy Group,54,20.32,27.94,2.2679618500000003,4.535923700000001,14.0,16.0,small,3.0,5.0,3.0,3.0,5.0,0,long,https://cdn2.thedogapi.com/images/SkJj7e547_1280.jpg,https://cdn4.thedogapi.com/optimized/0qgmSrCbvZ.jpg,France and Belgium,2,40,25,1,50,4,5,5,2,2,1,3,1,1,1,1,1,0,2,3,1,1,1,0,0,"Papillons are tiny, highly intelligent, and trainable toy dogs ideal for first-time owners and apartment living. They are exceptionally affectionate, friendly, and excel in obedience, making them versatile companions for families seeking a small, intelligent pet."
Parson Russell Terrier,Terrier Group,117,33.02,35.56,5.8967008100000005,7.71107029,13.0,15.0,small,5.0,3.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/OnOywWfsh1.jpg,,England,1,60,35,1,50,5,4,4,4,4,3,2,1,0,0,0,0,1,4,2,0,0,2,0,0,"Parson Russell Terriers are small, energetic, and bold dogs requiring experienced handlers and significant daily exercise. They have strong prey drives and independent natures, making them unsuitable for homes with other pets or inexperienced owners."
Pekingese,Toy Group,92,15.24,22.86,6.35029318,6.35029318,12.0,14.0,small,3.0,2.0,3.0,3.0,3.0,0,long,https://cdn2.thedogapi.com/images/ByIiml9Nm_1280.jpg,https://cdn4.thedogapi.com/optimized/QpW51pxyRk.jpg,China,3,30,30,2,90,3,5,2,4,2,2,4,0,0,0,1,1,0,1,4,1,0,2,0,0,"Pekingese are small, affectionate toy dogs with long coats requiring extensive grooming and best suited to apartment living. They bond intensely with their owner, have lower heat tolerance, and are less ideal for families with children or other pets."
Pembroke Welsh Corgi,Herding Group,13,25.4,30.48,12.70058636,13.6077711,12.0,13.0,medium,4.0,3.0,4.0,3.0,5.0,0,double,https://cdn2.thedogapi.com/images/rJ6iQeqEm_1280.jpg,https://cdn4.thedogapi.com/optimized/R33EpeVC4M.jpg,"Pembrokeshire, Wales",2,45,40,1,70,4,5,4,3,3,3,3,1,1,1,1,1,0,2,4,1,1,1,0,1,"Pembroke Welsh Corgis are compact, intelligent herding dogs with big personalities in small packages, ideal for first-time owners and apartment dwellers. They are affectionate, playful, and generally good with families and other pets when properly socialized."
Perro de Presa Canario,Foundation Stock Service,,55.88,66.04,38.10175908,49.895160700000005,9.0,11.0,giant,3.0,,3.0,2.0,,0,short,https://cdn4.thedogapi.com/optimized/nF8GskKeDc.jpg,https://cdn2.thedogapi.com/images/S1V3Qeq4X_1280.jpg,"Canary Islands, Spain",1,50,90,2,115,2,4,3,4,2,5,1,0,0,0,0,0,1,4,2,0,0,3,1,0,"Perro de Presa Canarios are large, powerful guard dogs requiring experienced handlers with strong pack control and training background. They are devoted to family but suspicious of strangers, making them unsuitable for novice owners or homes with other pets."
Peruvian Inca Orchid,Miscellaneous Class,,24.765,65.405,3.855535145,24.947580350000003,12.0,14.0,medium,4.0,3.0,4.0,2.0,3.0,1,short,,,Peru,2,45,40,2,75,4,5,3,3,2,1,4,1,1,1,1,1,0,5,1,1,1,1,0,0,"Peruvian Inca Orchids are elegant, hairless companion dogs excellent for allergy-prone families and apartment living due to their hypoallergenic coat. They are affectionate and loyal but require protection from cold weather and sun."
Petit Basset Griffon Vendéen,Hound Group,156,33.02,38.1,11.33980925,18.1436948,12.0,14.0,medium,4.0,3.0,3.0,3.0,4.0,0,wire,https://cdn4.thedogapi.com/optimized/8pr48PjzQD.jpg,,"Vendée, France",2,50,45,1,75,5,4,3,3,5,2,2,1,1,0,0,0,1,3,3,0,0,2,0,0,"Petit Basset Griffon Vendéens are small, energetic hounds with loud bark and strong prey drives requiring experienced handling. They are vivacious and happy but need space and families accepting of their boisterous nature and hunting instincts."
Pharaoh Hound,Hound Group,172,53.34,63.5,20.41165665,24.947580350000003,12.0,14.0,medium,4.0,3.0,3.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/dIwJe77wP0.jpg,https://cdn2.thedogapi.com/images/Byz6mgqEQ_1280.jpg,Malta,1,60,55,1,60,4,4,4,3,2,2,3,1,1,0,0,0,1,4,2,0,0,2,0,0,"The Pharaoh Hound is a sleek, high-energy coursing hound requiring experienced owners and significant daily exercise. These elegant dogs are intelligent and friendly but need space to run and are best suited for active families in homes with yards."
Plott Hound,Hound Group,171,50.8,63.5,18.1436948,27.2155422,12.0,14.0,large,4.0,3.0,3.0,2.0,3.0,0,short,https://cdn2.thedogapi.com/images/B1i67l5VQ_1280.jpg,https://cdn4.thedogapi.com/optimized/xqSZ5QgaTA.jpg,"North Carolina, United States",1,60,60,1,65,4,4,4,3,3,2,3,1,1,0,0,0,1,4,2,0,0,2,0,0,"The Plott Hound is a loyal, alert hunting dog with high energy requiring experienced owners and substantial daily exercise. Best suited for active families with yards, these intelligent dogs have strong prey drive and need proper socialization."
Pointer,Sporting Group,114,58.42,71.12,20.41165665,34.01942775,12.0,17.0,large,4.0,3.0,3.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/nkXpNZTOqK.jpg,,England,1,60,65,1,70,4,4,4,3,2,2,3,1,1,0,0,0,1,4,2,0,0,2,0,0,"The Pointer is an athletic sporting dog requiring extensive daily exercise and an experienced owner. These noble, hardworking dogs thrive in active families with space to run and are best suited for rural or suburban environments."
Polish Lowland Sheepdog,Herding Group,170,43.18,50.8,13.6077711,22.6796185,12.0,14.0,medium,4.0,2.0,3.0,4.0,2.0,0,double,https://cdn4.thedogapi.com/optimized/MaOsXpqfXf.jpg,,Poland,3,50,45,1,100,4,4,4,3,3,4,4,1,1,1,0,0,1,2,4,0,0,2,1,1,"The Polish Lowland Sheepdog is an intelligent herding dog requiring experienced owners and substantial grooming commitment. These clever, confident dogs are excellent watchdogs that need regular exercise and are best suited for families with yards."
Pomeranian,Toy Group,23,15.24,17.78,1.36077711,3.17514659,12.0,16.0,small,3.0,3.0,3.0,3.0,3.0,0,double,https://cdn2.thedogapi.com/images/HJd0XecNX_1280.jpg,https://cdn4.thedogapi.com/optimized/zuTzCtrqg3.jpg,Pomerania region (now parts of Germany and Poland),2,30,25,1,50,4,4,4,2,4,3,4,1,1,1,1,1,0,2,4,1,1,1,1,0,"The Pomeranian is a bold, intelligent toy breed excellent for apartment living and first-time owners. Despite their small size, these lively dogs have big personalities, though they can be vocal and require socialization with young children."
Poodle (Miniature),Non-Sporting Group,7,25.4,38.1,4.535923700000001,6.80388555,10.0,18.0,small,,,,,,1,curly,https://cdn4.thedogapi.com/optimized/H41ubgiUtm.jpg,,"Germany, France",3,30,30,1,80,4,4,5,2,2,1,3,1,1,1,1,1,0,3,2,1,1,1,0,0,"The Miniature Poodle is an intelligent, active companion ideal for apartment living and first-time owners who are prepared for regular grooming. These highly trainable dogs are affectionate and hypoallergenic, making them excellent family pets."
Poodle (Standard),Non-Sporting Group,7,38.1,38.1,18.1436948,31.751465900000003,10.0,18.0,large,3.0,5.0,2.0,5.0,4.0,1,curly,https://cdn4.thedogapi.com/optimized/H41ubgiUtm.jpg,,"Germany, France",3,45,50,1,100,4,4,5,2,2,1,3,1,1,1,1,1,0,3,2,1,1,1,0,0,"The Standard Poodle is a highly intelligent, athletic dog with excellent trainability and hypoallergenic coat. These versatile dogs excel as family pets and are suitable for active owners willing to commit to regular professional grooming."
Poodle (Toy),Toy Group,7,25.4,25.4,1.81436948,2.72155422,10.0,18.0,small,3.0,5.0,2.0,5.0,4.0,1,curly,https://cdn4.thedogapi.com/optimized/H41ubgiUtm.jpg,,"Germany, France",3,25,20,2,75,4,4,5,2,2,1,3,1,1,1,1,1,0,3,2,1,1,1,0,0,"The Toy Poodle is an intelligent, affectionate companion perfect for apartment living and small families. These hypoallergenic dogs are highly trainable and social but require regular professional grooming and may have some health concerns."
Porcelaine,Foundation Stock Service,,55.88,58.42,24.947580350000003,28.12272694,12.0,13.0,large,4.0,,,2.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/1cuN1HIJuA.jpg,,France,1,60,50,1,55,4,4,4,3,2,2,2,1,1,0,0,0,1,4,2,0,0,2,0,0,"The Porcelaine is an elegant, independent hunting hound with high energy requiring experienced owners and significant daily exercise. These powerful, intelligent dogs are best suited for active families with space to run and strong prey drive management."
Portuguese Podengo,Miscellaneous Class,,40.64,71.12,15.875732950000002,29.937096420000003,10.0,12.0,large,4.0,3.0,4.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/yuhm3p2bXC.jpg,,Portugal,2,50,45,1,65,4,3,4,4,3,2,2,1,1,0,0,0,1,4,3,0,0,2,0,0,"The Portuguese Podengo is a rugged, independent hunting hound requiring experienced owners and substantial daily exercise. These primitive, intelligent dogs have strong prey drive and are best suited for active families in rural settings with secure fencing."
Portuguese Podengo Pequeno,Hound Group,154,20.32,30.48,4.082331330000001,5.8967008100000005,12.0,15.0,small,4.0,3.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/yuhm3p2bXC.jpg,,Portugal,1,60,25,1,27,5,4,3,4,3,2,2,1,1,0,1,1,0,4,3,1,1,1,0,0,"The Portuguese Podengo Pequeno is a small, lively hound with moderate exercise needs and minimal grooming requirements, making it suitable for apartment living. This playful and charming breed is ideal for first-time owners seeking a low-maintenance companion dog."
Portuguese Pointer,Foundation Stock Service,,52.07,55.88,15.875732950000002,26.76194983,14.0,14.0,large,4.0,5.0,3.0,2.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/gE21YYMYgG.jpg,,Portugal,1,90,40,1,42,4,5,5,3,2,2,4,1,0,0,0,0,1,4,2,0,0,2,0,0,The Portuguese Pointer is a highly intelligent and affectionate sporting dog requiring substantial daily exercise and space. Best suited for experienced owners with active lifestyles who can provide proper outlets for their intense devotion and hunting instincts.
Portuguese Sheepdog,Foundation Stock Service,,41.91,54.61,17.009713875,26.76194983,12.0,13.0,large,4.0,,3.0,3.0,,0,long,https://cdn4.thedogapi.com/optimized/LLuF7P7dnb.jpg,,"Serra de Aires, Portugal",3,90,45,1,60,4,5,5,3,2,3,3,1,1,1,0,0,1,3,4,0,0,2,0,0,The Portuguese Sheepdog is an intelligent and devoted herding dog with high grooming demands due to its distinctive long coat requiring professional care. This energetic breed needs experienced owners with adequate space and time for both exercise and coat maintenance.
