breed_name,description,temperament,popularity_rank,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,life_expectancy_min,life_expectancy_max,akc_group,dog_api_id,coat_type,origin_country,energy_level,trainability,shedding_level,grooming_frequency,good_with_strangers,size_category,working_dog,image_url_1,image_url_2,hypoallergenic,grooming_cost_tier,exercise_min_per_day,monthly_food_cost_usd,vet_cost_tier,monthly_total_cost_usd,playfulness,affection_level,intelligence,independence,barking_level,protective_instinct,separation_anxiety,good_with_kids,good_with_dogs,good_with_cats,good_with_elderly,apartment_suitable,needs_yard,heat_tolerance,cold_tolerance,urban_suitable,first_time_owner_suitable,experience_required,guard_dog,llm_summary
Pyrenean Shepherd,"These tough, lean, and lively herders, famous for their vigorous and free-flowing movement, come in two coat varieties: rough-faced and smooth-faced. Roughs have profuse, “windswept” hair above the muzzle and a generally harsh coat; smooths have short facial hair, a finer-textured coat, and a slightly longer, pointier muzzle. Both varieties of this sinewy, rectangular breed come in many colors and patterns. Pyr Sheps see the world through dark almond-shaped eyes conveying an alert and cunning expression. Enthusiastic, mischievous, and whip-smart, the Pyrenean Shepherd is an indefatigable herder descended from ancient sheepdogs of the Pyrenees mountains. Tough and sinewy Pyr Sheps come in “rough-faced” and “smooth-faced” coat varieties.","Affectionate, Active, Enthusiastic",181,38.1,53.34,6.80388555,13.6077711,0.0,0.0,Herding Group,414,medium,Central Asia,4.0,3.0,3.0,3.0,3.0,medium,1,https://cdn4.thedogapi.com/optimized/56j27IEHO8.jpg,,0,2,90,40,1,52,4,4,4,3,2,3,2,1,1,0,0,0,1,3,4,0,0,2,0,"The Pyrenean Shepherd is an active, intelligent herding dog with enthusiastic energy and natural alertness. Best suited for experienced owners with rural properties who can provide substantial daily exercise and meaningful work."
Rafeiro do Alentejo,"Since the beginning of the breed’s history, Rafeiros Alentejanos were used in packs as hunting dogs for big game, though this function has gradually disappeared over time. More recently, the breed is a guard dog for property and livestock, watching sheep and cattle. They also often work alone in prairies and will defend the herd against any intruders. Hailing from Portugal, the Rafeiro do Alentejo is a large-sized dog, powerful, rustic, sober, and calm. He moves with a heavy, slow roll. His coat is short or medium-length and thick, straight and dense. They can be black, wolf grey, or fawn, with or without brindling, always with white markings; or white with patches of these colors. The Rafeiro do Alentejo is an excellent farm and estate watch dog. He is also a very useful livestock protector, being more vigilant at night and very serious when guarding territory or any other property entrusted to him. He has a calm and confident expression.","Confident, Calm, Powerful",,63.5,73.66,34.926612490000004,59.874192840000006,12.0,14.0,Foundation Stock Service,576,short,"Alentejo region, Portugal",3.0,,3.0,3.0,,giant,0,https://cdn4.thedogapi.com/optimized/IIMOCnjcu2.jpg,,0,1,60,120,2,140,2,3,3,4,2,5,2,1,0,0,0,0,1,4,3,0,0,3,1,"The Rafeiro do Alentejo is a large, powerful livestock guardian dog bred for independent work protecting herds on prairies. This breed requires experienced owners, significant space, and is best suited for rural properties rather than family homes or apartments."
Rat Terrier,"Balanced, compactly built Rat Terriers are tough but elegant-looking. There are two size divisions: Miniatures stand 10 to 13 inches at the shoulder; standards are over 13 inches and as high as 18 inches. The smooth, shiny coat comes in varieties of pied patterns. (Pied, a word borrowed from the horseman’s lexicon, means “comparatively large patches of one or more colors in combination with white.”) These smoothly muscled exterminators are constructed for the efficient movement required for a long day’s work. An American original, with a breed name said to be coined by Teddy Roosevelt, the Rat Terrier is a compact, tough, smooth-coated exterminator dog. RTs come in two size varieties and are happy-go-lucky, playful, and portable companions.","Friendly, Inquisitive, Lovable",86,25.4,45.72,4.535923700000001,11.33980925,12.0,18.0,Terrier Group,207,short,United States,3.0,4.0,3.0,3.0,4.0,medium,0,https://cdn2.thedogapi.com/images/HkXWNl9E7_1280.jpg,https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg,0,1,60,35,1,50,4,4,4,3,3,2,3,1,0,0,0,1,0,4,3,1,1,1,0,"The Rat Terrier is a compact, friendly dog with a playful personality and good trainability making it suitable for first-time owners. These little hunters are adaptable to apartments with proper exercise and form strong bonds with their families."
Redbone Coonhound,"Redbones are medium-to-large hound dogs whose muscles undulate beneath a sleek and stunning red coat. The overall impression is that a master sculptor carved them from blocks of the finest mahogany. The classically houndy head is flanked by ears long enough to reach the nose. Dreamy brown eyes give the face an expression described by the breed’s devotees as “pleading.”Bred to work on all kinds of punishing terrain, Redbones are fast and surefooted and move with a proud, determined gait. The streamlined Redbone Coonhound, an American original, is even-tempered, mellow, and kindly at home but a tiger on the trail. Vigorous activities like hunting and swimming between long periods of rest is the rhythm of coonhound life.","Even-Tempered, Amiable, Eager to Please",142,53.34,68.58,20.41165665,31.751465900000003,12.0,15.0,Hound Group,208,short,United States,3.0,4.0,3.0,3.0,4.0,large,0,https://cdn4.thedogapi.com/optimized/9kvNw9tFVP.jpg,https://cdn2.thedogapi.com/images/HJMzEl5N7_1280.jpg,0,1,90,80,1,100,3,4,3,2,4,2,3,1,1,0,0,0,1,4,3,0,1,1,0,"The Redbone Coonhound is an even-tempered, active hunting dog with a strong prey drive and loud baying instinct. This breed thrives in rural settings with ample space and exercise but is not well-suited for apartments or urban living."
Rhodesian Ridgeback,"Beneath the Ridgeback’s trademark ridge is a whole lot of hound: Ridgebacks are fast and powerful athletes who can weigh between 70 and 85 pounds, and oftentimes more. They come in only one color – wheaten – which spans every shade seen in a wheat field, from pale flaxen to the burnished red of a maturing crop. Ridgebacks also have two nose colors: black and the less commonly seen brown.The formidable Ridgeback can be strong willed, independent, and sometimes domineering. Ridgebacks must be guided with a firm but fair hand from puppyhood. They are faithful friends, protective of their loved ones and meltingly affectionate with those whom they trust. Still, a Ridgeback can be too much hound for the novice dog owner. The Rhodesian Ridgeback is an all-purpose “Renaissance hound” whose hallmark is the ridge, or stripe of backward-growing hair, on his back. Though the breed was made famous in its native Africa for its skill at tracking and baying – but never, ever killing – lions, today Ridgebacks are cherished family dogs whose owners must be prepared to deal with their independence and strong prey drive.","Affectionate, Dignified, Even-Tempered",41,60.96,68.58,31.751465900000003,38.55535145,10.0,10.0,Hound Group,209,short,Southern Africa,3.0,3.0,3.0,3.0,3.0,large,0,https://cdn2.thedogapi.com/images/By9zNgqE7_1280.jpg,https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg,0,1,90,100,2,120,3,4,3,4,2,3,2,1,0,0,0,0,1,5,2,0,0,2,0,"The Rhodesian Ridgeback is a strong-willed, independent athlete bred for hunting in African heat with strong prey drive and need for experienced owners. This breed requires significant exercise, firm training, and space and is not recommended for first-time dog owners."
Romanian Mioritic Shepherd Dog,"Used for centuries to guard livestock in its homeland of Romania, the Mioritic Sheepdog is a typical Livestock Guarding Dog (LGD). Loyal, reliable, independent, and fiercely protective, he is friendly and devoted to his family but very mistrusting of strangers. It is a large dog with long coat which requires regular grooming, and with any dog of this size and temperament requires daily exercise and basic obedience training.Mioritics are lively and stubborn but in spite of all their independence they are very sensitive creatures in their furry armor. As puppies they stick to the pack which has accepted them. This can be any kind of creature – dog, cat, horse, sheep, the Mioritic needs very close family ties; a house without doors it thinks would be ideal. This certainly depends a great deal on the weather. Its favorite place is always very close to its favorite person. It determines its resting place itself. This may even be the couch or a carpet not suitable for dogs, but as a rule shepherds, even as puppies, prefer to sleep on hard ground. They need no dog baskets, no special mattresses and by no means an allocated place. No “work creating” program is necessary but daily walks and hikes provide exciting variation. The Romanian Mioritic Shepherd Dog origins come from near the Carpathian Mountains. The breed is very impressive in size and character.","Loyal, Independent, Confident Guardian",,57.15,73.66,45.359237,58.9670081,12.0,14.0,Foundation Stock Service,582,long,Romania,3.0,3.0,3.0,3.0,2.0,giant,0,https://cdn4.thedogapi.com/optimized/78Tlo53z9G.jpg,,0,3,90,130,2,180,2,4,3,4,2,5,2,0,0,0,0,0,1,3,4,0,0,3,1,"The Romanian Mioritic Shepherd Dog is a large, independent livestock guardian bred to work autonomously and fiercely protect flocks. This breed requires experienced handlers, substantial exercise, regular grooming, and rural property—not suitable for typical family homes."
Rottweiler,"A male Rottweiler will stand anywhere from 24 to 27 muscular inches at the shoulder; females run a bit smaller and lighter. The glistening, short black coat with smart rust markings add to the picture of imposing strength. A thickly muscled hindquarters powers the Rottie’s effortless trotting gait.A well-bred and properly raised Rottie will be calm and confident, courageous but not unduly aggressive. The aloof demeanor these world-class guardians present to outsiders belies the playfulness, and downright silliness, that endear Rotties to their loved ones. (No one told the Rottie he’s not a toy breed, so he is liable plop onto your lap for a cuddle.) Early training and socialization will harness a Rottie’s territorial instincts in a positive way. The Rottweiler is a robust working breed of great strength descended from the mastiffs of the Roman legions. A gentle playmate and protector within the family circle, the Rottie observes the outside world with a self-assured aloofness.","Loyal, Loving, Confident Guardian",8,55.88,68.58,36.2873896,61.23496995,9.0,10.0,Working Group,210,short,"Rottweil, Germany",3.0,3.0,3.0,3.0,3.0,giant,1,https://cdn2.thedogapi.com/images/r1xXEgcNX_1280.jpg,https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg,0,1,90,110,2,130,3,3,3,3,2,5,2,0,0,0,0,0,1,3,3,0,0,3,1,"The Rottweiler is a powerful guardian with a calm, confident demeanor when properly bred and trained, but requires experienced, firm owners. This breed needs substantial space, exercise, and extensive socialization and is not suitable for first-time dog owners."
Russell Terrier,"These jaunty little fellows pack lots of personality into a compact, rectangular body standing 10 to 12 inches at the shoulder. Their dark, almond-shaped eyes and mobile V-shaped ears bring out the keenly intelligent expression—an endearing hallmark of the breed. All three coat types are mostly white with markings that are tan or black, or both. Russells move with a free, effortless gait that announces the breed’s innate confidence. Upbeat, lively, inquisitive, and friendly, the jaunty Russell Terrier was developed by England's ""Sporting Parson"" for use in foxhunts. The adorable Russell Terrier looks like a plush toy come to life but is an eager, tireless working terrier.","Alert, Inquisitive, Lively",82,25.4,30.48,4.082331330000001,6.80388555,12.0,14.0,Terrier Group,139,wire,England,5.0,3.0,3.0,3.0,4.0,small,0,https://cdn4.thedogapi.com/optimized/UFUnXSmUbE.jpg,,0,2,90,40,1,70,5,4,4,3,4,2,3,1,0,0,0,1,0,3,3,1,1,1,0,"The Russell Terrier is a compact, highly energetic dog packed with personality and intelligence that thrives on activity and mental stimulation. This breed is adaptable to apartment living if exercised adequately and makes a lively companion for active owners."
Russian Toy,"The Russian Toy is a toy breed with a lineage that dates back to the Russian aristocracy. In general, he is a good-natured imp that loves to run and play. They will dash through the house or yard chasing toys as long as you can keep up, while many others are willing to do nothing more than lounge in your lap all day long, content in knowing that they are the prize jewel in your home. They thrive on human companionship and will let you know if they are feeling neglected. Their coat is either semi-long or smooth. The longhaired variety carries a nice ruff on the chest and unique feathering on the extremities, tail and ears. Long-coated Russian Toys will not have an adult coat until it is more than a year old and full fringing not until three years of age. The smooth-coated variety is sleek and smooth to the touch. There is also a slight attitude difference between the two varieties. Smooth Coats tend to be a little more terrier-like than Long Coats. However, both share a larger-than-life personality. Club Contact DetailsClub: Russian Toy Club of AmericaName: Martha GuimondEmail: secretary@russiantoyclub.orgAddress: P.O. Box 1851, Blanco, TX 78606Phone: (210) 401-5134 The Russian Toy is a small, elegant, lively dog with long legs, fine bones and lean muscles. They are active and cheerful, possessing keen intelligence and a desire to please. This breed loves to snuggle and be close to their human companions, although sometimes slightly aloof to strangers. They are neither cowardly nor aggressive.","Loyal, Smart, Charming",,20.32,27.94,2.948350405,2.948350405,12.0,14.0,Miscellaneous Class,211,long,Russia,3.0,3.0,2.0,3.0,4.0,small,0,https://cdn2.thedogapi.com/images/HkP7Vxc4Q_1280.jpg,https://cdn4.thedogapi.com/optimized/DXnBRzsNdw.jpg,0,3,45,30,1,60,4,5,4,1,2,1,4,1,1,1,1,1,0,2,2,1,1,1,0,The Russian Toy is an affectionate companion breed that thrives on human attention and adapts well to apartment living. This delicate toy dog is excellent for families and seniors but requires regular grooming and does not tolerate being left alone for extended periods.
Russian Tsvetnaya Bolonka,"The Russian Tsvetnaya Bolonka, or Bolonka for short, is a member of the Bichon family that was almost extinct until after the Cold War. It is a small companion dog that is hypoallergenic, funny, clever beyond words and intensely loyal to its family. Some are excellent mimics; others are content to sit by the door and monitor who is allowed in or out. Spirited, yet easy-going and sociable, the Russian Tsvetnaya Bolonka is great with children. Although they are quick to alert, they will not be a constant barker with early training on appropriate behavior. They are fairly independent for a toy breed and require early socialization with people. However, Bolonki do get along well with dogs and other animals. Very clever and smart, they do well in formal training such as obedience, rally, tracking and agility when trained with a firm, but gentle, hand. Russkaya Tsvetnaya Bolonka translates to ""Russian Colored Lapdog."" Bolonki were originally bred to be the ultimate house pet for apartment living. Sweet, loving, intelligent, and willing to please, he is friendly to all and shows no sign of aggression.","Playful, Charming, Inquisitive",,22.86,25.4,2.0411656650000003,4.9895160700000005,12.0,16.0,Foundation Stock Service,584,curly,Russia,3.0,3.0,2.0,3.0,4.0,small,0,https://cdn4.thedogapi.com/optimized/4RCSX1i1yE.jpg,,1,3,45,35,1,70,4,4,4,2,3,2,2,1,1,1,1,1,0,3,3,1,1,1,0,"The Russian Tsvetnaya Bolonka is a hypoallergenic, intelligent companion ideal for families and apartment dwellers. Though small and loving, this breed is alert and makes a good watchdog while remaining playful and charming."
Saint Bernard,"Not ranked particularly high in AKC registrations, this genial giant is nonetheless among the world’s most famous and beloved breeds. The Saint’s written standard abounds with phrases like “very powerful,” “extraordinarily muscular,” “imposing,” and “massive.” A male stands a minimum 27.5 inches at the shoulder; females will be smaller and more delicately built. The huge head features a wrinkled brow, a short muzzle, and dark eyes, combining to give Saints the intelligent, friendly expression that was such a welcome sight to stranded Alpine travelers. The Saint Bernard does not rank very high in AKC registrations, but the genial giant of the Swiss Alps is nonetheless among the world’s most famous and beloved breeds. Saints are famously watchful, patient, and careful with children.","Playful, Charming, Inquisitive",48,66.04,76.2,54.4310844,81.6466266,8.0,10.0,Working Group,212,double,Switzerland,3.0,3.0,3.0,3.0,4.0,giant,1,https://cdn2.thedogapi.com/images/TGB2APNbS.jpg,https://cdn2.thedogapi.com/images/yrpxixXWY.jpg,0,2,60,150,3,190,4,4,3,2,2,2,3,1,1,1,1,0,1,1,5,0,1,1,0,"The Saint Bernard is a gentle giant famous for rescue work and family companionship with a friendly, playful nature. However, this breed requires significant space, struggles in heat, has substantial grooming and veterinary needs, and is prone to expensive health issues."
Saluki,"The beauty of Salukis has been a thing of wonder for thousands of years. They’re slim and leggy, but very strong and perfectly balanced, like a great athlete or dancer. Males can stand between 23 and 28 inches at the shoulder; females can be much shorter. They come in a many colors and patterns. Their large, oval-shaped eyes are warm and intelligent.Salukis are highly adaptable, able to live and work in any climate. They’re magnificent animals, but owning them comes with many special challenges. Among the world’s oldest breeds, the slim but rugged Saluki was the hunting hound of kings for thousands of years. Salukis are swift and agile sprinters who love a good chase. They make gentle, dignified, and independent but loyal pets.","Gentle, Dignified, Independent-Minded",120,58.42,71.12,18.1436948,29.48350405,10.0,17.0,Hound Group,213,short,Middle East (Fertile Crescent),4.0,3.0,3.0,2.0,3.0,large,0,https://cdn2.thedogapi.com/images/xGuSVhi28.jpg,https://cdn2.thedogapi.com/images/sHPfcmVsV.jpg,0,1,60,55,1,60,3,3,4,4,2,2,2,1,1,0,1,1,0,4,3,1,0,2,0,"Salukis are elegant, dignified sighthounds with independent temperaments requiring experienced owners. They need regular exercise and thrive in various climates but can be challenging to train due to their strong prey drive."
Samoyed,"Samoyeds, the smiling sledge dogs, were bred for hard work in the world’s coldest locales. In the Siberian town of Oymyakon, for instance, temperatures of minus-60 degrees are common. The Sammy’s famous white coat is thick enough to protect against such brutal conditions.Powerful, agile, tireless, impervious to cold—Sammies are drop-dead gorgeous but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The mouth’s upturned corners keep Sammies from drooling, preventing icicles from forming on the face.A Sammy sentenced to solitary confinement in the yard is a miserable—and destructive—creature. These are smart, social, mischievous dogs who demand love and attention. Sammies need a very firm but loving hand in training. As pack animals, they must learn early who the alpha dog is—and the alpha dog must be you. The Samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. Powerful, tireless, with a thick all-white coat impervious to cold—Sammies are perfectly beautiful but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The upturned corners of the mouth keep Sammies from drooling, preventing icicles from forming on the face.","Adaptable, Friendly, Gentle",59,48.26,59.69,15.875732950000002,29.48350405,12.0,14.0,Working Group,214,double,Siberia,4.0,3.0,3.0,3.0,4.0,large,1,https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg,https://cdn2.thedogapi.com/images/S1T8Ee9Nm_1280.jpg,0,3,60,70,2,120,4,5,4,3,3,2,3,1,1,1,1,0,1,1,5,0,1,1,0,"Samoyeds are friendly, gentle, and excellent family dogs with a striking white coat requiring significant grooming. They excel in cold climates and are highly social but need ample space and exercise."
Schapendoes,"The Schapendoes were everywhere in the Netherlands during the late 19th and early 20th centuries, but their numbers dwindled drastically when Border Collies were imported. When the breed club for Nederlandse Schapendoes was founded in 1947, the Schapendoes breed was resuscitated.The Schapendoes is a lightly-built, long-coated, medium-sized dog. His movements are effortless and springy and his astounding ability to jump makes him excel at agility and other dog sports. With an attentive and courageous character, he is intelligent, watchful, lively, friendly and high-spirited. Towards people familiar to him, he develops great affection and loyalty. Club Contact DetailsClub: Schapendoes USA ClubEmail: schapendoes@comcast.netAddress: 236 Chandler Ave, Elmhurst, IL 60126 This shaggy sheepdog of Holland is also known as the Dutch Sheep Dog. Schapendoes are cheerful, funny, clever and brave and are very good family pets. They also have a strong desire to please.","Friendly, Watchful, Lively",,40.64,50.8,11.79340162,24.947580350000003,12.0,15.0,Foundation Stock Service,215,long,Netherlands,3.0,4.0,3.0,3.0,3.0,medium,0,https://cdn4.thedogapi.com/optimized/8MxYvv13el.jpg,,0,3,90,50,1,100,4,4,4,2,2,2,3,1,1,1,0,0,1,3,4,0,1,1,0,"Schapendoes are energetic, friendly herding dogs with impressive jumping ability and agility skills. They require substantial daily exercise and regular grooming but are excellent for active families."
Schipperke,"Standing no higher than 13 inches, Schipperkes are small dogs built for hard work. Schips were created as ratters and watchdogs. Their powerful jaws, necks, and forequarters—coupled with a stealthy, catlike hunting style—make them ideal rat-catching machines. The black coat is profuse around the neck, shoulders, and legs, giving the breed a silhouette that accentuates a thick, substantial body. The foxy face completes the unique look of a unique breed. If you can’t tell a Schipperke from an ordinary dog, you simply haven’t been paying attention. The Schipperke, Belgium's ""little captain,"" is the traditional barge dog of the Low Countries. Curious, lively, and intense but mischievous, this little black dog is a robust, long-lived companion for whom there is never a dull moment.","Confident, Alert, Curious",105,25.4,33.02,4.535923700000001,7.25747792,12.0,14.0,Non-Sporting Group,216,double,Belgium,4.0,3.0,3.0,3.0,3.0,small,0,https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg,https://cdn2.thedogapi.com/images/SyBvVgc47_1280.jpg,0,2,45,35,2,65,4,3,4,3,4,4,3,1,0,0,0,1,0,3,4,1,0,2,1,Schipperkes are small but spirited watchdogs with strong hunting instincts and alert temperaments. They require experienced owners who can manage their high energy and strong prey drive.
Scottish Deerhound,"Stand back: You need a little distance to fully appreciate the majesty of this ancient beast. In silhouette we see a noble coursing hound struck from the classic Greyhound template. Deerhounds are, though, much larger and more substantial than Greyhounds—a good-size male can stand 32 inches at the shoulder and weigh 110 pounds. The crisp coat is seen in several colors; breed aficionados prefer the dark blue-gray coat. The tapered head and long neck add extra lift to an already stately hound. The crisply coated Scottish Deerhound, “Royal Dog of Scotland,” is a majestically large coursing hound struck from the ancient Greyhound template. Among the tallest of dog breeds, the Deerhound was bred to stalk the giant wild red deer.","Gentle, Dignified, Polite",158,71.12,81.28,34.01942775,49.895160700000005,8.0,11.0,Hound Group,218,wire,Scotland,3.0,3.0,3.0,2.0,3.0,giant,0,https://cdn2.thedogapi.com/images/SkNjqx9NQ_1280.jpg,https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg,0,2,90,80,2,110,2,2,3,4,2,2,1,1,0,0,1,0,1,3,3,0,0,2,0,"Scottish Deerhounds are noble, large sighthounds with dignified temperaments requiring substantial exercise. They are gentle and aloof but need experienced owners familiar with the breed's independent nature."
Scottish Terrier,"The well-known Scottie silhouette is that of a short-legged but substantial terrier with distinctive furnishings at the beard, legs, and lower body. The wiry topcoat and soft, dense undercoat coat can be black, wheaten yellow, or a brindle-stripe pattern. Bright, piercing eyes, and erect ears and tail, convey keen alertness—a hallmark of Britain’s terrier breeds.The Scottie working style has been described as efficient and businesslike, and their aloofness toward strangers makes them excellent watchdogs. Their hunting instinct remains strong, which can complicate life for the neighbor’s cat, and Scotties are known to be cantankerous around other dogs. This bold and clever Scotsman enjoys brisk walks and upbeat play. A solidly compact dog of vivid personality, the Scottish Terrier is an independent, confident companion of high spirits. Scotties have a dignified, almost-human character. Their terrier persistence has earned the breed the nickname “the Diehard.”","Confident, Independent, Spirited",57,25.4,25.4,8.164662660000001,9.97903214,12.0,12.0,Terrier Group,219,wire,Scotland,3.0,3.0,3.0,3.0,3.0,medium,0,https://cdn4.thedogapi.com/optimized/KHqTyrsJV6.jpg,https://cdn2.thedogapi.com/images/Bklnce5NX_1280.jpg,0,3,45,45,2,95,2,2,3,4,3,3,2,0,0,0,0,1,0,3,3,1,0,2,1,"Scottish Terriers are confident, independent terriers with strong personalities and excellent watchdog instincts. They are best suited for experienced owners who understand terrier traits and can handle their spirited nature."
Sealyham Terrier,"Standing less than 11 inches at the shoulder and weighing about 24 pounds, Sealys are not big enough to be considered medium-sized dogs, but they stand among the strongest and most substantial of what we think of as small dogs.A typical Sealy is well-muscled, built low to ground, and moves easily with long, determined strides. The weatherproof coat is predominantly white, and a long, broad head is furnished with lavish facial hair. Despite their rep as the bruiser among short-legged terriers, Sealys are cute, funny, affectionate, outgoing, and trainable, if a bit stubborn. Their alertness and a big-dog bark make Sealys excellent watchdogs. Blessed with an adaptable nature, Sealys are amenable to city dwelling or country life. The Sealyham Terrier is brave and spirited, but not as spiky as smaller terriers. These sturdy, outgoing companions are recognized by their “fall,” the mass of hair covering the forehead. Sealy fans enjoy their dog’s sly sense of humor.","Alert, Outgoing, Sense Of Humor",164,26.67,26.67,10.43262451,10.88621688,12.0,14.0,Terrier Group,220,wire,"Wales, United Kingdom",3.0,3.0,3.0,3.0,3.0,medium,0,https://cdn4.thedogapi.com/optimized/24xhPdACjq.jpg,,0,3,45,40,2,90,3,3,3,3,2,3,2,1,0,0,0,1,0,3,3,1,0,2,1,Sealyham Terriers are small but substantial dogs with strong personalities and good humor. They require experienced owners familiar with terrier traits and regular grooming to maintain their distinctive coat.
Segugio Italiano," Calm, responsive, and intelligent, the Segugio Italiano is a tenacious hunter and an excellent pet.","Friendly, Intelligent, Eager to Please",,48.26,58.42,18.1436948,27.2155422,11.0,13.0,Foundation Stock Service,601,short,Italy,,5.0,3.0,3.0,,large,0,https://cdn4.thedogapi.com/optimized/h32ZmgvIVI.jpg,,0,1,60,50,1,55,3,4,5,3,2,2,2,1,1,1,1,1,0,4,2,1,1,1,0,"Segugio Italianos are intelligent, responsive hunting dogs that make excellent pets for active families. They are eager to please and trainable, requiring regular exercise but minimal grooming."
Shetland Sheepdog,"The Shetland Sheepdog is a small, active, and agile herding dog standing between 13 and 16 inches at the shoulder. The long coat is harsh and straight, with a dense undercoat, and comes in black, blue merle, and sable, with white markings. The coat, along with a long, wedge-shaped head; small, three-quarter erect ears; and deep-chested, level-backed torso, give Shelties the look of a rough-coated Collie in miniature.Bright and eager Shelties are easy trainers and world-class competitors in obedience, agility, and herding trials. They are sensitive and affectionate family dogs, highly in tune with the mood of the household. They like to bark and tend to be reserved toward strangers—two qualifications of an excellent watchdog. The Shetland Sheepdog, also known as the Sheltie, is an extremely intelligent, quick, and obedient herder from Scotland’s remote and rugged Shetland Islands. Shelties bear a strong family resemblance to their bigger cousin, the Collie.","Playful, Energetic, Bright",25,33.02,40.64,6.80388555,11.33980925,12.0,14.0,Herding Group,221,double,"Shetland Islands, Scotland",3.0,5.0,3.0,3.0,3.0,medium,1,https://cdn2.thedogapi.com/images/rJa29l9E7_1280.jpg,https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg,0,3,60,45,1,105,4,4,5,2,3,2,3,1,1,1,1,1,0,2,4,1,1,1,0,"Shetland Sheepdogs are bright, eager herding dogs excellent for active families and first-time owners. They excel in obedience and agility sports but require regular grooming and substantial exercise."
Shiba Inu,"Brought to America from Japan as recently as 60 years ago, Shibas are growing in popularity in the West and are already the most popular breed in their homeland. Their white markings combined with their coloring (red, red sesame, or black and tan) and their alert expression and smooth stride makes them almost foxlike. They’re sturdy, muscular dogs with a bold, confident personality to match. An ancient Japanese breed, the Shiba Inu is a little but well-muscled dog once employed as a hunter. Today, the spirited, good-natured Shiba is the most popular companion dog in Japan. The adaptable Shiba is at home in town or country.","Alert, Active, Attentive",44,34.29,41.91,7.71107029,10.43262451,13.0,16.0,Non-Sporting Group,222,double,Japan,3.0,3.0,3.0,3.0,3.0,medium,0,https://cdn2.thedogapi.com/images/zXi6Z5ugC.jpg,https://cdn2.thedogapi.com/images/4hsn54Wod.jpg,0,2,45,40,1,75,4,2,4,4,2,3,2,0,0,0,0,1,0,3,3,1,0,2,0,"Shiba Inus are alert, independent dogs with bold personalities and strong prey drive. They require experienced owners who can manage their aloof temperament and independence."
Shih Tzu,"Shih Tzu (pronounced in the West “sheed-zoo” or “sheet-su”; the Chinese say “sher-zer”), weighing between 9 to 16 pounds, and standing between 8 and 11 inches, are surprisingly solid for dogs their size. The coat, which comes in many colors, is worth the time you will put into it—few dogs are as beautiful as a well-groomed Shih Tzu.Being cute is a way of life for this lively charmer. The Shih Tzu is known to be especially affectionate with children. As a small dog bred to spend most of their day inside royal palaces, they make a great pet if you live in an apartment or lack a big backyard. Some dogs live to dig holes and chase cats, but a Shih Tzu’s idea of fun is sitting in your lap acting adorable as you try to watch TV. That face! Those big dark eyes looking up at you with that sweet expression! It’s no surprise that Shih Tzu owners have been so delighted with this little “Lion Dog” for a thousand years. Where Shih Tzu go, giggles and mischief follow.","Affectionate, Playful, Outgoing",20,22.86,26.67,4.082331330000001,7.25747792,10.0,18.0,Toy Group,223,long,Tibet/China,3.0,3.0,2.0,4.0,4.0,small,0,https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg,https://cdn2.thedogapi.com/images/BkrJjgcV7_1280.jpg,0,3,30,35,2,110,4,5,3,2,3,2,4,1,1,1,1,1,0,2,3,1,1,1,0,"Shih Tzus are affectionate companion dogs ideal for families with children, known for their beautiful long coats requiring significant grooming commitment. They adapt well to apartment living and are gentle with other pets, making them excellent first-time owner dogs."
Shikoku,"The original Shikoku, or Kochi-ken, existed in the mountain ranges of Kochi Prefecture on the Island of Shikoku. They were highly valued by the Matagi (Japanese hunters) as a tracker of game, particularly wild boar. He is a medium-sized dog with well-balanced and well-developed, clean-cut muscles. He has pricked ears and a curled or sickle tail. His conformation is strong, well-boned and compact. His outer coat is rather harsh and straight and his undercoat is soft and dense. The hair on his tail is long. His coat can be red, black and tan, or sesame, which is a well-mixed color of black, red, and white hairs. The Shikoku is a dog of marked endurance, keen in sense with a naive feeling, energetic and highly alert. He is an enthusiastic hunter and docile towards his master.","Energetic, Alert, Enthusiastic",,43.18,55.88,15.875732950000002,24.947580350000003,10.0,12.0,Foundation Stock Service,272,double,"Shikoku Island, Japan",3.0,,,3.0,,medium,0,https://cdn4.thedogapi.com/optimized/7nEFc5yLdc.jpg,,0,1,60,50,1,55,4,4,4,3,3,3,2,1,1,0,0,0,1,2,5,0,0,2,1,"Shikoku are energetic medium-sized hunting dogs requiring experienced owners and substantial daily exercise. They are alert and courageous with strong prey drive, best suited for rural homes with adequate space and owners familiar with working breeds."
